x1,x2,x3
0.0,5.4445733e-5,0.0
0.083333333,5.4445733e-5,0.00013850267
0.16666667,0.00054445733,0.0002295982
0.33333333,0.0023394219,0.00083593305
0.5,0.0052134346,0.0012997439
1.0,0.010002443,0.0032224155
2.0,0.013341722,0.0033628916
3.0,0.018477214,0.0012132168
